Nombre,Breve descripción,Componentes,Duración,Esfera de conjuro,Materiales,"Nivel ",Rango,Ritual,Tiempo de lanzamiento,Tipo duración
Aura Sagrada,Una luz que no ciega sino que consuela envuelve al clérigo y a todos los que se mantienen cerca.,"M, S, V","Concentración, hasta 1 minuto","Destino, Restauración",Una reliquia sagrada de valor mínimo 500 po,8º círculo,Personal (radio de 6 casillas),No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Dragón Ilusorio,La ilusión del dragón es tan perfecta que el miedo que genera es completamente real.,"S, V","Concentración, hasta 1 minuto","Espejismo, Mente",,8º círculo," 12 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Nube incendiaria,Una nube de chispas y humo sulfúreo devora el aire hasta que solo queda el rugido del fuego.,"S, V","Concentración, hasta 1 minuto","Energía, Ruina",,8º círculo,30 casillas (radio de 4 casillas del punto elegido),No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Oscuridad Enloquecedora,"No es solo que no puedas ver nada; es que en esa oscuridad oyes cosas que no deberías, y te crees cada una.
","M, S, V","Concentración, hasta 10 minutos","Espejismo, Mente, Ruina",Un fragmento de obsidiana —consumible,8º círculo,18 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Laberinto,"La criatura desaparece sin un grito, atrapada en un lugar sin paredes que de algún modo no tiene salida.","S, V","Concentración, hasta 10 minutos","Mente, Realidad",,8º círculo," 6 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Mente en Blanco,Donde había recuerdos ahora solo hay un silencio limpio y terrible que no sabe que es silencio.,"S, V",24 horas,Mente,,8º círculo,Toque,No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Ancla Temporal,El mago cierra el puño y el tiempo se atasca alrededor del objetivo como barro espeso e inamovible.,"M, S, V","Concentración, hasta 1 minuto","Destino, Realidad",Arena de reloj de arena —consumible,8º círculo," 12 casillas",No,1 reacción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Burbuja Temporal,Dentro de la burbuja el tiempo se estira como caramelo: un segundo allí dura una eternidad aquí fuera.,"M, S, V","Concentración, hasta 1 minuto",Realidad,"Un reloj de arena de arena dorada, 500 po ",8º círculo,6 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Pluma Corrosiva,"La pluma cae como si nada y donde toca, el metal llora, la piedra suspira y la carne se recuerda líquida.","M, S, V",Instantáneo,"Catálisis, Energía, Ruina",Una pluma bañada en ácido de wyrm —consumible,8º círculo,24 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Armadura de Gólem,"El metal obedece, se dobla, se suelda solo y viste al portador como si siempre hubiera sido parte de él.","M, S, V","Concentración, hasta 1 hora","Cinético, Origen",Polvo de hierro fundido y un rubí de al menos 500 po —ambos consumibles,8º círculo,Toque,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Arenas de Sueño,La arena dorada cae suave y las criaturas desaparecen en un sueño que no saben que no es real.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Mente",Arenas formadas por un Nudo—consumible,8º círculo,20 casillas (radio de 5 casillas),No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Hora de Terror,La oscuridad que emana del nigromante no es fría; es la fría certeza de que esta hora podría ser la última.,"S, V","Concentración, hasta 1 minuto","Mente, Ruina",,8º círculo,Personal (radio de 6 casillas),No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Expulsar Alma,"El cuerpo sigue de pie, pero algo esencial ha sido arrancado de él; ahora no es más que una casa vacía.","M, S, V","Concentración, hasta 1 minuto","Realidad, Ruina",Un fragmento de hueso de no-muerto inteligente —consumible,8º círculo,6 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Vértigo,"El horizonte gira, el suelo sube, el techo baja; nada está donde debería y el cuerpo ya no sabe qué hacer.","S, V","Concentración, hasta 1 minuto","Cinético, Mente",,8º círculo,18 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Deseo,La palabra más antigua reescribe la realidad a voluntad del que se atreve a pronunciarla.,V,Instantáneo,"Destino, Realidad",,9º círculo,Personal,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Expansión de Dominio,"Un susurro de poder y la tierra obedece, alzando paredes donde antes había nada.","M, S, V",Permanente,"Origen, Realidad","Una maqueta del dominio tallada en obsidiana, valor 5.000 po, consumida",9º círculo," Personal (60 casillas de radio)",Yes,1 hora,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Presencia,Tu esencia lo ocupa todo; las mentes débiles se quiebran solo con percibirte.,"S, V","Concentración, hasta 1 minuto","Destino, Mente",,9º círculo,24 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Palabra de Poder: Matar,"Una sola sílaba, oscura como la muerte misma, y el corazón se detiene para siempre.",V,Instantáneo,"Mente, Ruina",,9º círculo,12 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Cautiverio,Cadenas invisibles forjadas en el destino mismo no distinguen entre carne y alma.,"M, S, V",Hasta 30 días o hasta ser disipado,"Destino, Origen","Cadenas de plata grabadas con runas, valor 1.000 po, consumidas",9º círculo,4 casillas,Yes,1 minuto,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Umbral,Entre dos puntos del espacio se abre una grieta que desafía toda lógica de distancia.,"M, S, V","Concentración, hasta 1 minuto",Realidad,"Un fragmento de portal antiguo o gema de teletransporte, valor 2.000 po",9º círculo,16 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Tormenta de Venganza,Los cielos se rasgan y la tormenta descarga siglos de furia divina sobre tus enemigos.,"S, V","Concentración, hasta 1 minuto",Energía,,9º círculo,Personal (240 casillas de radio),No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Detener el Tiempo,El mundo se congela en un instante perfecto; solo tú sigues moviéndote entre lo inmóvil.,V,"Instantáneo ",Realidad,,9º círculo,Personal,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Muro Prismático,Siete colores del espectro se alzan como una barrera que castiga todo lo que osa tocarla.,"S, V"," Concentración, hasta 10 minutos","Energía, Espejismo",,9º círculo,12 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Palabra de Poder: Sanar,Una sola palabra sagrada reconstruye cuerpo y espíritu desde sus mismos cimientos.,V,Instantáneo,Restauración,,9º círculo,12 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Némesis Inexorable,El destino se convierte en verdugo; el universo conspira para que el elegido no escape.,"M, S, V","Concentración, hasta 1 hora","Destino, Ruina","Un retrato o pertenencia personal del objetivo, consumido",9º círculo,24 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Agujero Negro,"Un punto de oscuridad perfecta devora luz, materia y magia con hambre insaciable.","M, S, V","Concentración, hasta 1 minuto","Cénit, Realidad","Un diamante negro, valor mínimo 5.000 po, consumido",9º círculo,"30 casillas ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Manipular el Destino,Los hilos del destino se enredan en tus dedos; lo que era fortuito ahora es tu voluntad.,"M, S, V","Concentración, hasta 1 minuto","Destino, Realidad","Un dado tallado en marfil de dragón, valor 500 po",9º círculo,20 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Supernova,Una explosión de energía estelar arrasa con todo en el campo de batalla en un instante.,"M, S, V",Instantáneo,"Cinético, Energía","Un fragmento de meteorito, valor 1.000 po, consumido",9º círculo,20 casillas (radio desde un punto elegido a 100 pies),No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Combustión,El aire mismo se convierte en fuego; cada bocanada es una agonía de llamas interiores.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Energía","Una astilla de madera negra y azufre, consumidos",9º círculo,20 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Megalito,La tierra obedece y se alza como un titán de piedra que aplasta todo bajo su sombra.,"M, S, V",Instantáneo,"Catálisis, Cénit","Tierra del lugar donde se lanzará, recogida hace menos de 1 hora",9º círculo," 40 casillas",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Resonancia,Una frecuencia imposible hace vibrar los átomos de la materia hasta que todo se deshace.,"S, V","Concentración, hasta 1 minuto",Energía,,9º círculo,"40 casillas ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Ordenanza de Colores,Siete chorros de luz coloreada brotan de tu mano y dictan el destino de tus enemigos.,"M, S, V",Instantáneo,"Destino, Espejismo","Siete piedras de colores distintos, consumidas",9º círculo,24 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Ordenanza del Metal,"Llamas al metal y este responde como un ejército fiel, doblando la materia a tu mando.","M, S, V","Concentración, hasta 1 minuto","Cénit, Energía","Una moneda de cobre, plata y oro, consumidas",9º círculo,30 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Ordenanza de Madera,"Los árboles recuerdan que fueron gigantes; bajo tu llamado, vuelven a serlo.","M, S, V","Concentración, hasta 10 minutos","Cénit, Simbiosis","Una rama de árbol milenario, consumida",9º círculo,40 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Ordenanza de las Tormentas,Llamas a la tormenta perfecta y esta te reconoce como su señor y origen.,"M, S, V","Concentración, hasta 10 minutos",Energía,"Polvo de piedra de tormenta, valor 500 po, consumido",9º círculo,Personal (60 casillas de radio),No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Amnesia,"Sus ojos permanecen abiertos, pero todo lo que fue se ha ido para siempre.","M, S, V",Permanente (hasta ser disipado con Restablecimiento mayor o Deseo),Mente,"Ceniza de pergamino quemado y un cabello del objetivo, consumidos",9º círculo,12 casillas,No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Medianoche,Una oscuridad que no es ausencia de luz sino presencia de algo mucho más antiguo.,"M, S, V","Concentración, hasta 10 minutos",Espejismo,"Polvo de piedra lunar y tinta de calamar nocturno, consumidos",9º círculo,"Personal (40 casillas de radio, 200 pies)",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Ordenamiento de la Oscuridad,"La oscuridad se convierte en arquitecto; reordena el espacio para que los intrusos se pierdan para siempre.
","M, S, V","Concentración, hasta 8 horas","Espejismo, Mente","Un cristal negro tallado con runas de ocultación, valor 2.000 po, consumido",9º círculo,30 casillas,Yes,1 minuto,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Muerte Roja,"La sangre se convierte en arma; explota desde dentro hacia fuera, sin escapatoria posible.","M, S, V",Instantáneo,Ruina,"Sangre del lanzador; debe autoinfligirse al menos 2d6 de daño antes de lanzar, no mitigable",9º círculo,"20 casillas ",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Pestilencia,Una plaga de origen sobrenatural se extiende entre los vivos como fuego entre la paja.,"M, S, V","Especial ",Ruina,"Carne en descomposición y polvo de hueso, consumidos",9º círculo," 20 casillas",No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Imagen de Terror,"La ilusión se retuerce en algo imposible, un horror que solo tú puedes ver.","S, V","Concentración, hasta 1 minuto","Espejismo, Mente",,4º círculo,24 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Toque de la Condena,"La mano del lanzador se vuelve negra como el betún; donde toca, la carne no cierra.","M, S, V",1 minuto,Ruina,Una astilla de hueso ennegrecido,1º círculo,Toque,No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Pacto de Sangre Ardiente,"El fuego entra por la herida; la sangre hierve, y el cuerpo del enemigo traiciona su voluntad.","M, S, V","Concentración, hasta 1 minuto","Energía, Ruina","Una gota de sangre del lanzador y un fragmento de carbón encendido, consumidos",3º círculo,12 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Tentáculos sobrenaturales,Apéndices oscuros de carne y sombra emergen hambrientos desde el vacío entre mundos.,"M, S, V"," Concentración, hasta 1 minuto","Origen, Simbiosis",un trozo de piel de pulpo o calamar gigante y una gota de tinta negra,4º círculo,18 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Corte a Presión,El aire se fractura en un filo invisible de presión pura que corta la materia como papel mojado.,"M, S, V",Instantáneo,"Catálisis, Cinético",Un fragmento de obsidiana afilada que se consume al lanzar,5º círculo,"12 casillas ",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Hablar con los Muertos,"La carne yace quieta, pero la sombra aún recuerda. Susurra.","M, S, V",10 minutos,Ruina,"ceniza de hueso quemado, valor 10 PO ",3º círculo,1 casilla,Yes,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Rayo de Enfermedad,"Una lanza de luz putrefacta brota de tu palma, carcomiendo la carne desde dentro.","S, V",Instantáneo,Ruina,,1º círculo,12 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Mala Sangre,"Corrompes el flujo vital del objetivo, convirtiendo su sangre en veneno líquido.","M, S, V","Concentración, hasta 1 minuto","Catálisis, Ruina",Una gota de sangre podrida,1º círculo,6 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Veneno Nauseoso,Exhalas una nube viscosa de miasma tóxico que pudre el aire y revuelve las entrañas.,"M, S, V","Concentración, hasta 1 minuto","Catálisis, Ruina",Bilis de criatura venenosa,1º círculo,Emanación de 4 casillas centrado en ti,Yes,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Explosión Cerebral,"Una vena invisible rasga la mente del objetivo desde adentro, haciéndola estallar en fragmentos de pensamiento y dolor.

","M, S, V",Instantáneo,Mente,"Un ojo de criatura sensible, aplastado entre los dedos al lanzar — consumible",3º círculo,"12 casillas ",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Invocar Enjambre,"Extiendes la mano y de la tierra surge una marea viviente de alas, aguijones y mandíbulas.","M, S, V","Concentración, hasta 1 hora","Origen, Simbiosis","Un panal de abeja, un capullo de seda o una crisálida aplastada",5º círculo," 6 casillas",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Nube de Niebla,"Una bruma sin origen abraza el aire, borrando contornos, silenciando sombras.","S, V","Concentración, hasta 1 hora",Espejismo,,1º círculo,18 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Caminar sobre Líquido,"La superficie tiembla un instante bajo el pie, y luego cede firme, como piedra viva.","M, S, V",1 hora,Catálisis,"Un trozo de corcho plano, no consumible",3º círculo,6 casillas,Yes,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Controlar el Agua,"El agua obedece una voluntad más antigua que la suya, y se doblega sin resistir.","M, S, V","Concentración, hasta 10 minutos",Catálisis,"Una gota de agua y un pellizco de polvo, no consumibles",4º círculo,60 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Fundirse en piedra,"La piel del lanzador se endurece en granito vivo, absorbiendo el mundo mineral que lo rodea.","M, S, V","Concentración, hasta 1 hora ","Catálisis, Cénit","Un fragmento de obsidiana pulida, 5 po",3º círculo,"Personal ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Fisura de tierra,"La tierra grita, se parte y devora todo lo que osa sostenerse sobre ella.","M, S, V","Concentración, hasta 1 minuto",Cénit,"Un trozo de hueso triturado mezclado con tierra, consumible",5º círculo,24 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Voz del Horizonte,"El viento recoge tus palabras y las lleva, sin perderse, hasta quien conoces.","M, S, V",10 minutos,"Destino, Realidad","Un mechón de pelo o trozo de tela del destinatario, consumible",3º círculo,Ilimitado (ver descripción),No,1 acción,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Talones del Viento del Este,El horizonte te llama; tus pies responden antes de que decidas moverte.,"M, S, V","Concentración, hasta 1 minuto","Cinético, Destino",Una pluma de ave migratoria atada al tobillo,3º círculo,Personal (8 casillas),No,1 acción bono,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Ley del Camino Largo,"Quien pisa la llanura con propósito, la llanura lo sostiene.","M, S, V",24 horas,"Destino, Restauración, Simbiosis","Polvo de tierra del lugar donde nació el lanzador o donde comenzó su viaje más significativo, 25 PO, consumible; una vasija de barro con agua y hierbas del camino, no consumible",4º círculo,4 casillas,Yes,10 minutos,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Manto de la Tundra,"El frío polar se asienta sobre los aliados como una manta invisible, endureciendo su carne contra el dolor.","M, S, V",8 horas,"Energía, Restauración",Una escama de hielo glacial de al menos 500 años de antigüedad,3º círculo,6 casillas,Yes,1 minuto,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Tormenta Sepulcral,"Donde antes había aire, ahora ruge un invierno hambriento que devora el calor y el movimiento.
","M, S, V","Concentración, hasta 1 minuto","Cinético, Energía","Un fragmento de granizo del tamaño de un puño, consumible",4º círculo,"20 casillas; área de efecto: cilindro de 4 casillas de radio y 6 casillas de altura ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Velo de Dunas,La arena susurra y el horizonte miente; lo que ves ya no es lo que está.,"M, S, V",8 horas,"Destino, Espejismo",Un puñado de arena del desierto,2º círculo,Personal (radio 24 casillas),Yes,10 minutos,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Tormenta de Arena,"El viento se dobla, la arena obedece y el mundo desaparece en marrón abraso.","M, S, V","Concentración, hasta 1 minuto","Cénit, Energía","Un puñado de arena fina, consumible",3º círculo,"24 casillas ",No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Espejismo de Oasis,"El agua reluce en la distancia; quien la desea demasiado, la encuentra de verdad.","M, S, V",24 horas,"Espejismo, Mente","Agua bendita o agua salada, 10 PO, consumible",3º círculo,30 casillas,Yes,1 minuto,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Calor Implacable,El sol del desierto no castiga; simplemente consume todo lo que toca sin remedio.,"S, V",Instantáneo,"Energía, Ruina",,4º círculo,20 casillas (área: cono de 8 casillas),No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Descanso de Caravana,Quien duerme bajo este conjuro sueña con agua fresca y despierta con el viento.,"M, S, V",8 horas,"Destino, Restauración","Aceite perfumado de ámbar y especias del desierto, 25 PO, consumible",4º círculo,Personal (radio 8 casillas),No,10 minutos,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Marea de Arena,"La duna no avanza: se desploma, y todo lo que estaba delante ya no existe.","M, S, V",Instantáneo,"Catálisis, Cénit","Puñado de arena del desierto, consumible",5º círculo,"30 casillas (línea de 12 casillas de largo, 3 casillas de ancho)",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Chispazo Inestable,"Un dardo de energía sin forma definida escupe del Tapiz, indeciso entre existir y no existir.","S, V",Instantáneo,"Cinético, Realidad",,Truco,12 casillas,No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Eco de lo Innombrable,Proyectas un fragmento de la nada anterior al Tapiz; las mentes cercanas recuerdan un vacío que nunca vivieron.,"M, S, V","Concentración, hasta 1 minuto","Mente, Realidad","Una esquirla de un Jirón conservada en cristal, 80 PO",4º círculo,18 casillas (esfera de radio 4 casillas),No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Marea Primordial,"Una ola de sustancia precreacional —ni líquida, ni sólida, ni cálida, ni fría— arrasa la línea elegida.



","M, S, V",Instantáneo,"Catálisis, Realidad","Un frasco con agua de un Nudo recién formado, 150 PO, consumible",5º círculo,18 casillas (línea de 12 casillas de largo y 3 de ancho),No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Marca del Silencio,Imprimes en el objetivo una señal invisible que el Tapiz reconoce como vacío y ausencia.,"M, S, V",24 horas,"Destino, Ruina",Ceniza de pergamino mágico quemado,1º círculo,10 casillas,Yes,10 minutos,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Maldición Supresora,Las palabras de maldición se hunden en la mente del objetivo como piedras en agua silenciada.,"S, V"," Concentración, hasta 1 minuto","Mente, Ruina",,4º círculo,12 casillas,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
Drenaje Vital,"Extiendes la mano y el hilo vital del objetivo se destensa, pálido y frío como ceniza.","S, V"," Instantáneo","Cinético, Ruina",,4º círculo," 10 casillas",No,1 acción,Instantáneo (https://app.notion.com/p/Instant-neo-fd7b6c1ffff0428884c14c221d445309?pvs=21)
Zona de Silencio Absoluto,El sonido muere. La magia tartamudea. El área entera olvida cómo ser arcana.,"M, S","
 1 hora","Destino, Realidad","Polvo de ópalo negro y carbón de un grimorio quemado, 200 PO, consumible",5º círculo,20 casillas (esfera de radio 6 casillas),Yes,10 minutos,Intervalo de tiempo (https://app.notion.com/p/Intervalo-de-tiempo-15b82858a775800db5ebfb0fb6129245?pvs=21)
Visión del Espíritu Ancestral,"Abres los ojos del espíritu que te acompaña; el mundo ya no puede mentirte.



","M, S, V","Concentración, hasta 1 hora","Destino, Espejismo","Un ojo de ave rapaz nocturna envuelto en hilo de plata, 75 PO",5º círculo,Personal,No,1 acción,Concentración (https://app.notion.com/p/Concentraci-n-ae225ac34e8d45eaa1895be889d50718?pvs=21)
